video_name,cq,vmaf,output_size,bitrate,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
dinner_1080p30_segment_001.mp4,25,98.43,5.81,11.44,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_001.mp4,30,97.36,3.5,6.99,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_001.mp4,35,95.47,2.04,2.74,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_001.mp4,40,92.63,1.21,2.62,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,10,99.65,19.06,32.03,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,15,99.45,10.96,19.02,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,20,99.06,6.51,11.23,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,25,98.36,3.81,6.29,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,30,97.37,2.21,3.31,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,35,95.82,1.31,2.21,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_002.mp4,40,92.93,0.81,0,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,10,99.98,22.38,47.73,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,15,99.98,12.73,28.15,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,20,99.97,7.79,17,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,25,99.97,4.71,9.53,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,30,99.88,2.84,6.09,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,35,99.13,1.75,1.85,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_003.mp4,40,97.04,1.12,1.61,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,10,99.57,20.03,35.09,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,15,99.35,11.66,31.46,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,20,99.2,7.34,12.34,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,25,99.2,4.57,6.69,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,30,98.83,2.73,4.58,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,35,97.81,1.62,2.42,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_004.mp4,40,95.45,0.98,1.1,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,10,98.5,20.7,35.46,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,15,98.23,12.11,19.45,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,20,97.82,7.56,10.49,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,25,97.13,4.56,7.12,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,30,96.13,2.75,4.34,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,35,94.53,1.63,2.33,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
dinner_1080p30_segment_005.mp4,40,92.02,0.97,1.12,0.32,0.03,6.9,4.06,66.23,6.63,0,0.42,3.87,30,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,10,98.05,72.97,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,15,98.13,71.26,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,20,94.87,45.51,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,25,76.46,12.4,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,30,77.02,12.39,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,35,72.92,9.41,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_000.mp4,40,63.59,5.68,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,10,98.71,72.9,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,15,98.74,70.91,157.29,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,20,95.34,43.04,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,25,78.52,12.42,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,30,78.71,12.41,26.22,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,35,73.99,9.07,20.97,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_1080p50_segment_001.mp4,40,65.33,5.73,0,0.53,0.23,7.45,9.31,118.85,7.37,0,0.29,11.83,50,"(1920, 1080)"
ducks_take_off_2160p50_segment_000.mp4,10,82.42,73.44,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,15,82.45,73.44,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,20,82.46,73.45,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,25,68.42,24.54,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,30,68.5,24.53,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,35,68.9,24.52,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_000.mp4,40,66.98,20.54,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,10,83.14,73.93,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,15,83.12,73.93,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,20,83.19,73.9,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,25,69.78,24.73,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,30,69.79,24.73,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,35,70.14,24.72,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
ducks_take_off_2160p50_segment_001.mp4,40,67.78,20.16,0,0.93,0.15,7.44,9.91,87.67,7.37,0,0.56,6.41,50,"(3840, 2160)"
factory_1080p30_segment_000.mp4,10,99.96,32.38,68.63,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,15,99.95,19.95,35.23,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,20,99.92,12.79,22.02,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,25,96.14,6.68,12.58,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,30,95.59,4.62,5.72,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,35,92.68,3.01,3,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_000.mp4,40,87.08,1.91,3,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,10,99.96,35.89,72.45,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,15,99.87,23.51,46.14,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,20,99.49,15.15,30.2,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,25,98.1,7.57,14.52,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,30,96.86,6.13,11.24,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,35,93.9,3.9,5.9,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_001.mp4,40,88.55,2.51,4.49,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,10,99.98,29.55,74.71,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,15,99.98,18.19,42.69,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,20,99.97,11.74,25.74,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,25,99.97,6.85,13.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,30,99.96,4.5,41.95,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,35,99.85,2.86,4.84,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_002.mp4,40,99.03,1.86,2.74,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,10,99.98,38.97,69.42,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,15,99.97,25.15,43.85,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,20,99.97,15.7,28.2,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,25,99.85,7.42,13.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,30,99.62,6.04,9.93,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,35,98.56,3.91,6.51,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_003.mp4,40,94.94,2.56,4.19,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,10,99.98,35.43,71.59,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,15,99.98,22.83,47.19,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,20,99.97,14.53,26.96,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,25,99.96,7.67,14.68,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,30,99.9,5.69,11.44,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,35,99.63,3.66,6.51,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_004.mp4,40,97.52,2.42,2.74,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,10,99.98,29.47,71.9,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,15,99.97,17.6,46.5,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,20,99.97,10.8,28.31,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,25,99.96,6.49,14.98,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,30,99.82,4.13,11.1,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,35,98.66,2.6,6.99,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_005.mp4,40,95.78,1.69,3.31,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,10,99.98,23.52,38.72,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,15,99.98,13.75,22.41,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,20,99.97,8.68,15.06,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,25,99.96,5.33,9.11,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,30,99.79,3.36,5.1,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,35,99.1,2.14,3.5,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_006.mp4,40,97.14,1.39,2.39,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,10,99.98,25.13,44.61,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,15,99.97,14.18,21.78,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,20,99.91,8.67,12.05,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,25,99.76,5.05,6.05,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,30,99.48,3.09,3.93,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,35,98.91,1.97,1.37,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
factory_1080p30_segment_007.mp4,40,97.66,1.27,1.37,6.18,0.02,6.66,18.34,41.6,6.83,0,10.62,2.54,30,"(1920, 1080)"
flower_cif_segment_000.mp4,10,99.98,2.71,4.55,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,15,99.98,1.74,2.92,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,20,99.97,1.15,1.92,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,25,99.79,0.75,1.25,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,30,97.66,0.49,0.82,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,35,93.33,0.32,0.54,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
flower_cif_segment_000.mp4,40,86.7,0.21,0.35,0.56,0.2,5.49,21.73,143.32,5.23,0,0.42,18.55,30,"(352, 288)"
football_cif_segment_000.mp4,10,99.87,2.75,4.61,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,15,99.76,1.79,3,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,20,99.61,1.18,1.98,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,25,99.17,0.77,1.28,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,30,96.74,0.5,0.84,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,35,87.94,0.33,0.55,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
football_cif_segment_000.mp4,40,76.46,0.21,0.36,4.16,0.12,6.65,24.24,97.59,6.64,0,2.51,9.45,30,"(352, 288)"
foreman_cif_segment_000.mp4,10,99.81,2.13,3.57,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,15,99.63,1.29,2.16,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,20,99.22,0.81,1.36,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,25,98.46,0.5,0.84,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,30,97.16,0.31,0.53,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,35,94.49,0.2,0.34,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_000.mp4,40,90.48,0.13,0.22,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,10,99.57,2.29,3.84,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,15,99.25,1.42,2.37,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,20,98.96,0.88,1.47,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,25,98.5,0.54,0.91,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,30,97.65,0.35,0.58,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,35,95.56,0.22,0.37,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
foreman_cif_segment_001.mp4,40,90.92,0.14,0.24,2.2,0.15,7.43,14.33,97.2,7.44,0,1.1,9.61,30,"(352, 288)"
FourPeople_1280x720_60_segment_000.mp4,10,98.3,29.51,51.4,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,15,97.9,16.59,28.31,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,20,97.53,10.02,16.9,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,25,97.06,5.42,8.5,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,30,96.4,2.98,3.6,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,35,95.25,1.68,1.7,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_000.mp4,40,93.39,1.03,0,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,10,98.03,28.68,52.43,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,15,97.66,16.4,27.58,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,20,97.31,9.79,16.41,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,25,96.91,5.12,8.39,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,30,96.27,2.68,3.7,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,35,95.17,1.46,1.88,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
FourPeople_1280x720_60_segment_001.mp4,40,93.39,0.9,0,0.13,0.1,7.58,3.8,95.77,7.57,0,0.34,7.14,60,"(1280, 720)"
grandma_qcif_segment_000.mp4,10,97.55,0.53,0.88,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,15,97.28,0.32,0.54,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,20,96.99,0.21,0.35,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,25,96.56,0.14,0.23,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,30,95.76,0.09,0.15,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,35,94.62,0.06,0.1,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_000.mp4,40,92.54,0.04,0.06,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,10,97.53,0.53,0.88,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,15,97.23,0.32,0.54,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,20,96.95,0.21,0.36,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,25,96.5,0.14,0.23,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,30,95.79,0.09,0.15,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,35,94.55,0.06,0.1,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_001.mp4,40,92.45,0.04,0.06,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_002.mp4,10,97.54,0.52,0.87,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_002.mp4,15,97.25,0.32,0.54,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_002.mp4,20,96.97,0.21,0.36,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_002.mp4,25,96.51,0.14,0.24,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
grandma_qcif_segment_002.mp4,30,95.73,0.09,0.15,0.04,0.1,6.89,1.37,96.72,6.67,0,0.04,7.61,30,"(176, 144)"
